Hips_x,Hips_y,Hips_z,Spine_x,Spine_y,Spine_z,Spine1_x,Spine1_y,Spine1_z,Spine2_x,Spine2_y,Spine2_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,LeftShoulder_x,LeftShoulder_y,LeftShoulder_z,LeftArm_x,LeftArm_y,LeftArm_z,LeftForeArm_x,LeftForeArm_y,LeftForeArm_z,LeftForeArmRoll_x,LeftForeArmRoll_y,LeftForeArmRoll_z,LeftHand_x,LeftHand_y,LeftHand_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,RightArm_x,RightArm_y,RightArm_z,RightForeArm_x,RightForeArm_y,RightForeArm_z,RightForeArmRoll_x,RightForeArmRoll_y,RightForeArmRoll_z,RightHand_x,RightHand_y,RightHand_z,LeftUpLeg_x,LeftUpLeg_y,LeftUpLeg_z,LeftLeg_x,LeftLeg_y,LeftLeg_z,LeftFoot_x,LeftFoot_y,LeftFoot_z,LeftToeBase_x,LeftToeBase_y,LeftToeBase_z,RightUpLeg_x,RightUpLeg_y,RightUpLeg_z,RightLeg_x,RightLeg_y,RightLeg_z,RightFoot_x,RightFoot_y,RightFoot_z,RightToeBase_x,RightToeBase_y,RightToeBase_z
-6.28529740238285,-250.040795153482,1059.20451316051,-0.272852802386422,-244.098409508276,1146.85155604891,-6.21427925327433,-201.496878402618,1257.97475436377,6.44828532461988,-185.885079948305,1395.53108398574,34.3576738202744,-175.081387026377,1531.2888051834,33.5152839736419,-120.466273729992,1611.73802856862,-38.2850879603023,-156.574429331176,1451.34330363693,-121.857947486439,-236.469805733867,1581.60190427636,-111.095559716516,-40.5517562540013,1697.00526152836,-127.282290358618,42.9261910229672,1786.24480446198,-143.46902100072,126.404138299935,1875.48434739559,9.02884266620388,-124.509775477897,1436.74496314434,165.152085750828,-56.0137411152978,1499.15256357761,106.755629671059,119.422584489158,1615.41953146277,107.165880356454,224.497523951222,1700.24237776271,107.576131041849,329.572463413286,1785.06522406265,-93.1441377360682,-295.660633571957,1039.0360923504,-206.614675103894,-206.883044122128,569.018842547996,-216.796044460499,-258.26914687611,146.200630363264,-239.581666297396,-160.694053185852,76.4388092259322,74.3456804352817,-196.192893088069,1034.07600633042,128.072422713395,-160.234124996837,544.006123105739,170.549862585357,-285.156918234814,104.670352072136,206.540524995021,-177.092030074274,68.3532209259204
-6.136917275001,-247.629538642624,1062.6027113802,-0.366239412664984,-241.297085131102,1150.23869071426,-7.21272968152987,-198.850925120425,1261.36926830605,3.98640692608962,-186.530994918273,1399.38597479767,30.3404801888248,-175.968734494848,1535.47313102097,31.2060767238875,-121.002146551111,1615.6823743585,-42.042868101682,-158.862345458206,1454.98223784578,-115.161162274387,-240.715527703562,1590.21821188386,-102.51076543887,-47.1936930782736,1709.41096732943,-118.962693361145,34.5592548072233,1800.18576302255,-135.41462128342,116.31220269272,1890.96055871567,4.50903180492405,-125.412851075772,1441.05695350962,158.617710275538,-53.3001026564332,1504.39058661204,98.8546572645624,118.614495035674,1625.13745754726,101.569794936704,216.12392502895,1718.52035508644,104.284932608844,313.633355022226,1811.90325262562,-92.6309656800747,-293.931244049053,1042.42042542516,-205.595675485674,-209.389645527645,571.501185205706,-217.179677134227,-257.19805381395,148.299579116777,-239.677183237049,-160.416598317723,77.348840919496,74.1759424732007,-193.323391220801,1037.44163209733,126.574313916838,-161.917065625144,546.915241711505,170.475433862842,-284.099187362811,106.949132024276,206.397184474683,-176.463587273079,69.3128825454581
-5.48600116183802,-243.191759609813,1068.06074303496,-0.356962033100415,-235.892945860901,1155.66146129561,-5.38156952759944,-196.65848616328,1268.06238075938,6.12098668452931,-180.442599921814,1405.65071182611,23.4038744357117,-170.424282683665,1543.22522880665,29.4074453719395,-115.566464100271,1623.28879505624,-43.1000237021608,-152.076122482806,1458.07043980763,-113.267006102149,-241.301527529618,1590.17047287181,-97.1213715796358,-52.235990656264,1715.9130162698,-110.439776825714,26.6036878563908,1809.72772261789,-123.758182071792,105.443366369045,1903.54242896598,4.81952314296482,-119.376012889248,1447.38018883185,159.731677292979,-49.6977883871865,1511.47427493458,93.5882590481703,115.914676949939,1637.58382173152,99.1199195912299,209.08654436774,1735.17598492365,104.651580134289,302.25841178554,1832.76814811579,-91.3550735117062,-290.610772636453,1047.80407458316,-202.503662720248,-212.323359555184,575.373857068576,-216.879028213317,-255.317520931466,151.741606941413,-239.45761755205,-159.700182001283,79.2548705068283,74.4157082126785,-188.30329270309,1042.85427483583,125.387759425356,-164.988278526275,551.726647440043,169.896868854126,-282.651576102661,110.591470357718,206.062354207088,-175.787348029276,71.039273503536
-4.5773701410457,-239.880808735506,1070.55711827153,0.333059607438726,-232.32466340989,1158.1485442892,-4.52418390921586,-193.56105546505,1270.72005973187,6.70046835624457,-178.697408408272,1408.48395844785,20.5332445591266,-170.80164539635,1546.58581882893,27.2479500909263,-115.258274192876,1626.11848136006,-43.7971420450241,-151.074813339158,1460.0802409966,-115.47223805702,-245.561331262681,1587.63405553307,-90.7992150946014,-60.2415436952017,1717.50115776215,-100.315984174972,15.9082237854223,1813.96316050092,-109.832753255342,92.0579912660448,1910.42516323969,4.40276511514663,-118.273502181509,1451.09667047658,158.981818992927,-52.4749872844048,1519.92074973732,85.0264233973295,103.484090346773,1653.76178907954,95.646166685193,192.716939164134,1754.56132383761,106.265909973057,281.949787981493,1855.36085859568,-89.8126692617866,-288.42321370801,1050.28468125234,-201.899271186641,-214.595877285825,577.358305992265,-216.30078313988,-253.957002000166,153.373954031023,-239.329927287613,-159.096034704561,80.0401244356796,74.6623952277462,-184.04509585853,1045.34153278889,124.01583902748,-166.662206334064,553.802969684018,169.796514079596,-281.78658895469,112.12835733219,206.104204616182,-175.323539670373,71.6357333926061
-3.71235524964469,-236.526326445503,1072.14140760263,1.14317563761759,-229.014048246254,1159.73966706231,-4.25790315039714,-191.575264167216,1272.73401204979,6.92616392049777,-177.327860186202,1410.56630411261,19.1854369789451,-170.677969477498,1548.88225326301,25.9463200518443,-114.612200188,1628.04359318578,-44.3902638313651,-150.70126144427,1461.87752383759,-119.289474184096,-249.892692055105,1583.88639827859,-86.8699656276801,-69.5262632602704,1718.9218484252,-91.2030467463735,5.26327687504855,1816.8096568991,-95.5361278650666,80.0528170103678,1914.697465373,3.5871505069189,-117.356172567866,1453.74522007817,159.056246092832,-53.5000676827444,1522.39389474201,86.2570417441738,93.2056099890039,1666.90610263654,96.1999288841804,177.700019244835,1771.77583260108,106.142816024185,262.194428500667,1876.64556256561,-88.3760963300481,-286.049137271063,1051.84522191122,-200.911997079271,-216.070379980062,578.44065610999,-215.677942793995,-253.208435126395,154.268327804136,-239.130622143556,-158.791087198643,80.4975246285551,74.8520441954038,-179.728934843798,1046.96037413505,123.14349817382,-167.896000402241,555.151464681935,169.141322674115,-281.086539403972,112.999840349417,205.755299151202,-174.9583267994,71.9084657749175
-3.22593723007612,-233.588193544086,1072.84375238781,1.53569202665104,-226.001680307531,1160.44076870709,-4.48760290048936,-189.732898536852,1273.78472130991,6.18999282651794,-177.149837791418,1411.81902191488,17.2717378676255,-171.126608351223,1550.26297536063,23.7671073384384,-114.348065694508,1628.93701830705,-45.807433854484,-151.330512304838,1462.85648695198,-122.931526435184,-254.311875639173,1580.25201586961,-83.594471472444,-79.0667011088892,1720.10683658827,-82.9306997685629,-5.15088148875071,1818.74904342928,-82.2669280646825,68.764938131386,1917.39125027028,1.88746824779351,-117.451206191091,1455.29007869553,158.256113207395,-50.3355831755635,1518.57690487,87.1758689046556,84.1175327144217,1675.34430180831,95.8089609617889,163.38174107878,1784.33274824604,104.442053018922,242.645949443139,1893.32119468377,-87.4479779244708,-283.855026956131,1052.5389175101,-200.443041554855,-217.190702262149,578.765531006438,-215.863515026715,-253.442743154301,154.539847056999,-239.046713199115,-159.070410672367,80.6264021097353,74.8481815004996,-176.116957799644,1047.66673815132,122.843226642177,-168.323886833302,555.748218506986,168.815451469787,-280.568826630083,113.352937211443,205.675999782957,-174.659909263501,71.9176497282026
-2.53798339636617,-230.684927635712,1073.48642841565,2.36756513578892,-223.125275201495,1161.07782532756,-4.673369750165,-187.506563723554,1274.56918549706,6.23099280642655,-175.817672168158,1412.66436029754,18.0642388193093,-172.627110949333,1551.1403770645,23.8662240605627,-114.339133372704,1628.75768442312,-45.3524357079052,-150.732079063486,1464.48188347971,-127.017771896523,-257.524805626748,1575.21166031878,-83.9895674447371,-86.5599541949026,1719.21596290757,-78.4906735488775,-13.3788689282098,1818.25416199543,-72.9917796530179,59.8022163384839,1917.29236108329,2.49605562629606,-116.977173488138,1457.34116714041,161.650757508026,-51.1232580892638,1514.73389352693,94.1212840248039,72.8613252384762,1681.38818106135,97.7468762482677,148.28878616617,1793.34075888801,101.372468471731,223.716247093863,1905.29333671468,-85.9203748760015,-282.41102248717,1053.38217757239,-198.992742107656,-218.639557764532,579.229165975248,-215.345393352769,-252.902299412642,154.87307997515,-238.925805223988,-158.944654658651,80.5580725552477,74.4249013404472,-171.807387481975,1048.13800365499,122.244080193313,-169.638421579126,556.145414276798,168.56177787573,-280.304819731203,113.388623160511,205.780171674054,-174.626960157706,71.6841508875638
-2.37267223646534,-227.621064305185,1072.83359899472,2.42069152110463,-220.065823803782,1160.43158738006,-5.03659249085886,-185.404826724199,1274.19256663549,6.17785449398588,-175.14888509845,1412.37673523642,18.329030201293,-173.93815736837,1550.85668208443,22.7665148740167,-114.8815792954,1627.98143220012,-45.2402517061498,-150.700271868139,1464.66092456118,-128.655303143151,-260.993020964232,1570.5497141049,-80.5662613632804,-94.3274764468606,1717.95285619815,-70.8245532926837,-22.7097183678758,1817.80409457336,-61.082845222086,48.9080397111094,1917.65533294857,2.65709115285113,-116.938688339817,1457.88880318708,163.957617399684,-54.7585660014517,1513.35640602858,97.9228606364298,61.4025381212144,1686.13391334275,98.1473960118384,132.225443429548,1801.11170306997,98.3719313872468,203.048348737881,1916.08949279719,-85.3113084621058,-280.027502142797,1052.65586637638,-198.195162174479,-219.369877979321,578.04958054277,-213.838800728181,-253.558168807852,153.660761490787,-238.149076659133,-159.46544020075,79.7529536015998,74.1128382338257,-168.093445532183,1047.55866495466,122.092761992262,-170.278286394903,555.581795916239,168.658257745823,-280.890869996097,112.837549389602,205.577059975746,-175.089907215058,71.1789348538181
